,0,1,2
0,-0.011382010159166123,0.020108751612528897,-0.05487575828704078
1,-0.012915650392007733,0.02293849001426851,-0.05120772305147518
2,-0.012459050420004614,0.019236824395371332,-0.04887874781940815
3,-0.010874211045716897,0.01609670487607373,-0.05133089314589162
4,-0.013679989375579044,0.021487320002011923,-0.04648693030691524
5,-0.014000699516581977,0.024263695377356842,-0.04770639197448007
6,-0.012046488282869583,0.015644710571218412,-0.04623659017483703
7,-0.010763590136769141,0.012106261160878429,-0.04823549172353357
8,-0.014198127172815156,0.013025610581889335,-0.035171850602714036
9,-0.013879638972522562,0.009841620389660855,-0.033777445857741215
10,-0.013178941704543062,0.010319433829188873,-0.03739658632562465
11,-0.013573479280438255,0.013239106026428527,-0.03823721365359557
12,-0.015402859448138462,0.012328312965465216,-0.027869980111190282
13,-0.01647274359773712,0.015298240978171007,-0.025791602397851568
14,-0.016326265199265305,0.012265628485635505,-0.02306771150225978
15,-0.015331657683563621,0.009072158901190619,-0.02520085236759116
16,-0.017197982246793586,0.02394637690636181,-0.032132084058354535
17,-0.01747721418978851,0.023348198521583985,-0.029904826497143683
18,-0.01709054086182102,0.022845587251934307,-0.03154554271167523
19,-0.01680920661351548,0.023401065026631862,-0.03362224812459354
20,-0.016966882599029925,0.026047345402505417,-0.03590412165655131
21,-0.01642345566360842,0.025049798500398346,-0.03739117652868412
22,-0.01658184093215745,0.026772490046797826,-0.03899489867290219
23,-0.017173431657395766,0.028048644754870566,-0.03716602509209371
24,-0.017476372477960106,0.02422241104809697,-0.031043532787474723
25,-0.017689427827450338,0.02349543575373647,-0.02868749491880246
26,-0.016979787901359122,0.02457762530450147,-0.034112767420638554
27,-0.01734410109655546,0.025224128545305757,-0.03315777784689135
28,-0.01830991125004844,0.02843675396564116,-0.03156540566831799
29,-0.017940298287685286,0.027940686411489057,-0.032836029882233844
30,-0.018278416462858244,0.03006002301283983,-0.03339130916311513
31,-0.018585235302422676,0.02997390899597252,-0.0319384817997556
32,-0.017685794770511354,0.025494884717604083,-0.031179221016954542
33,-0.017717402484431904,0.026252624716306516,-0.03196426628678986
34,-0.01805931883279352,0.027081802253775655,-0.031046634803452766
35,-0.017972413964683437,0.02629110940507784,-0.030589262609285267
36,-0.017338867066363006,0.026844383661027704,-0.03455725612150462
37,-0.017740792291953883,0.029064673657772433,-0.035416238219612206
38,-0.01804146041409424,0.03130344274074848,-0.03606387199535359
39,-0.018722977624862858,0.032297968136776434,-0.033647037194262194
40,-0.01775669354009493,0.020868001469604103,-0.025295138495257982
41,-0.017608132017821743,0.022251343041839067,-0.027575091162645518
42,-0.01785810828558826,0.022646178766329683,-0.02660649115262355
43,-0.017971200912639818,0.021550678457211703,-0.024722431731081906
44,-0.017902271709201778,0.025228599335778146,-0.029706467229837608
45,-0.018619618271812244,0.024957117438558662,-0.024976132526678352
46,-0.01846324784996739,0.024993275404093795,-0.026020126693297202
47,-0.01867910813723342,0.026462632645877893,-0.026733391209853505
48,-0.018821438882041158,0.02636399282314228,-0.025655959140891818
49,-0.01800175759275774,0.017898159147590853,-0.021087802900197267
50,-0.0182786810714341,0.01948536521486144,-0.021130235725067364
51,-0.0184096600648391,0.018651150645672798,-0.019300990639622997
52,-0.018129154830505423,0.016765252319726698,-0.01892186053220249
53,-0.018544700785775498,0.018534974486027367,-0.01800322341084168
54,-0.018139521325225033,0.015946106998257603,-0.01697754221471358
55,-0.018541451052237895,0.016656204212963877,-0.014152298619646564
56,-0.01833401416628691,0.016149276209247776,-0.015353118545697347
57,-0.018695021147603352,0.01889814756863839,-0.016810165546771616
58,-0.019050970044831167,0.0200975009446539,-0.01582222960064418
59,-0.019358850686174628,0.02316450970764239,-0.017604495417022872
60,-0.01968449481219392,0.02417907862294033,-0.01753687185364214
61,-0.020054733980755274,0.02323255544379288,-0.014082271270902988
62,-0.01966707652805319,0.02199471025484978,-0.014800159031484253
63,-0.018654475867121434,0.023803107512422872,-0.023283105627434464
64,-0.018475863393095454,0.02278753079258755,-0.023028448913805052
65,-0.018560627073614805,0.023418891154898258,-0.023400215968806398
66,-0.01871360794828239,0.024597622163568644,-0.023963643919632377
67,-0.01832667380844963,0.02192359455898607,-0.022673691282049574
68,-0.018322125878696832,0.02159865827124119,-0.022455165739241306
69,-0.018360651797992095,0.02201792038046413,-0.022842792795314537
70,-0.018272597841400978,0.022024140623272737,-0.022777927809472506
71,-0.018332974666944973,0.02232919863904348,-0.022854739280629408
72,-0.01845250816047958,0.022511772029052635,-0.02243612726752975
73,-0.018384531591714715,0.02211600963729743,-0.022533160997784893
74,-0.018716734096465765,0.023538202097052485,-0.02247921705005855
75,-0.019405533351422116,0.026468214036039273,-0.02262683519187489
76,-0.01933872141115031,0.025944694207171937,-0.022551006268682228
77,-0.019028425550109612,0.025772777747775644,-0.023779769070013404
78,-0.019065106900115675,0.02618588883199724,-0.0240616736550342
79,-0.018252657672758577,0.022490062268361144,-0.02350293738097925
80,-0.01832339631215857,0.02244341332912758,-0.023737693891720313
81,-0.018396924573410856,0.023601638138986747,-0.024783795718361215
82,-0.018515711009398805,0.023571185665540617,-0.024106576936527943
83,-0.018217426328861003,0.02217065604404711,-0.02406321292688038
84,-0.01826456979154975,0.02169248297844628,-0.02296224297982015
85,-0.018201575837158285,0.02128149129132262,-0.023080684252941616
86,-0.018358712427865298,0.021592724141619724,-0.022066219770463386
87,-0.018372138575016794,0.02093913717012641,-0.021391188011164616
88,-0.01834418936894322,0.02126014309345481,-0.022055348899146496
89,-0.018505384315436663,0.021244385902175034,-0.02072639680269403
90,-0.018505725033025777,0.022097139617914707,-0.021770290919912144
91,-0.01880630597886135,0.023124052788789484,-0.021529879833942847
92,-0.019125686361037203,0.024415560093334898,-0.02134546817323879
93,-0.01905534896549521,0.023330132037035045,-0.01990208787092694
94,-0.018776656619591714,0.02214497428060791,-0.020220620395657335
95,-0.018109972547150882,0.023218642058234762,-0.025796860246106806
96,-0.01829836099761034,0.020462959705392025,-0.021597291258861367
97,-0.018071355897442853,0.02047664385075354,-0.023108433817311536
98,-0.018418812900244302,0.02004012768652652,-0.020326343100771735
99,-0.018557119841051906,0.02008567847887177,-0.01932204996033214
100,-0.01880191128544284,0.02086184908231581,-0.018677587653335992
101,-0.01904660266308647,0.021978329508661076,-0.018078418396763205
102,-0.01959226333748329,0.020103781007197785,-0.012092467350671585
103,-0.01918832289465383,0.018684083847279376,-0.013068291436733076
104,-0.014324079386331623,0.023698328813303582,-0.0454335706879269
105,-0.014213331766548626,0.022290634404421028,-0.04441287396268362
106,-0.01440681316176004,0.020938268381886838,-0.04220745318082392
107,-0.014356021746641606,0.020895046720488586,-0.04255729287217598
108,-0.014341003303277311,0.022084379102904617,-0.04353530671898108
109,-0.01446134724903475,0.021840630557990792,-0.0427605894388348
110,-0.013753533279574348,0.015283080791056336,-0.03916181751355571
111,-0.013911409511068007,0.017072662032605046,-0.04000361267837024
112,-0.014099697655981597,0.016697101480976584,-0.03894656016106614
113,-0.014213845527105917,0.01510040931167278,-0.03713178227339739
114,-0.014932953097244767,0.01925471398769174,-0.03708197681426373
115,-0.014706686425184495,0.01807784070112839,-0.03721375739365067
116,-0.014423529211654823,0.018962552228464546,-0.03942113535164951
117,-0.014621333313091095,0.019890106433637977,-0.03929036116298598
118,-0.014772893033665913,0.020786155319634236,-0.039397379831977275
119,-0.014943361233148628,0.021557710468145586,-0.03972298448106158
120,-0.015128183386166477,0.021222175134900434,-0.03802960116995205
121,-0.01503226726674936,0.02034238672315014,-0.037392937950632435
122,-0.014257353230716252,0.02279111331071726,-0.044247734047644455
123,-0.014327525999079133,0.023451061301023035,-0.04479589999474226
124,-0.014367675255733708,0.022874083546550517,-0.04362877790496705
125,-0.014395326209737658,0.022522509067237628,-0.04331781266902471
126,-0.014583283036758599,0.022312432045591524,-0.042621672566949376
127,-0.014468432567673134,0.02249441772817784,-0.04322211749448955
128,-0.014499520145000527,0.023165371538727664,-0.04401959571883639
129,-0.014727116621771202,0.02291252957021983,-0.042787239032740815
130,-0.01487370889485562,0.02271605751482042,-0.04158165571981623
131,-0.014657745426422314,0.02225530770803419,-0.04193886500709193
132,-0.009604005913465385,0.019995319905392606,-0.06171663057959417
133,-0.011613687030416875,0.023775793755396846,-0.05698854389343026
134,-0.00971211848688383,0.015865641176604495,-0.058422624609031526
135,-0.010039652716928887,0.011900393409976395,-0.05466277945810834
136,-0.009786702225472593,0.008178254312252164,-0.049800192278847036
137,-0.017314404564342717,0.015389431869012093,-0.02175126338679978
138,-0.017394583136656816,0.013528382722394094,-0.019267026159600617
