,0
0,0.003545260894255469
1,0.003315219249299848
2,0.002914415338579868
3,0.0030122129648891506
4,0.0028098817195448115
5,0.0030606463355415227
6,0.0025276971198023436
7,0.0025890790937388233
8,0.0016083124210660954
9,0.0014304177185743944
10,0.0016786798878166485
11,0.0018215977761462184
12,0.0011659711711517078
13,0.0011705942129118427
14,0.0009491118914558627
15,0.0009524467545075526
16,0.0019016703862357273
17,0.0017448900378633082
18,0.0018091287088094431
19,0.001960614840308239
20,0.0022554452595751214
21,0.002295322383044289
22,0.00251232579451517
23,0.002462966648622311
24,0.0018558497198983897
25,0.0016879237228368494
26,0.002056053763878192
27,0.002036512735461444
28,0.00214027666109254
29,0.002180741118223247
30,0.0023526850195488835
31,0.0022639128114185798
32,0.0019349203066526687
33,0.0020248209745433923
34,0.0020234565426360636
35,0.0019499330844475384
36,0.0022154611959327277
37,0.0024138008956073815
38,0.002606002684593897
39,0.0025258317488574046
40,0.00139061768230653
41,0.00156555423295085
42,0.0015396668157109925
43,0.0013985944349066003
44,0.0018394477520727276
45,0.0015933550914202137
46,0.001642602329729443
47,0.0017638542129322149
48,0.0017075349186082187
49,0.0010891028084584692
50,0.0011602765010646486
51,0.0010593092437813272
52,0.0009677767462126618
53,0.0010115672596123057
54,0.0008715575019605556
55,0.0008215021021261395
56,0.0008326534466104212
57,0.000989225462945237
58,0.0010171919534049199
59,0.0012212778687730416
60,0.0012796490534766852
61,0.00114025435163507
62,0.0010896058857123197
63,0.0014566804047832485
64,0.0013909385471191794
65,0.0014405114476775567
66,0.0015294983684506348
67,0.0013306072476218082
68,0.001306436804209464
69,0.0013436955350172417
70,0.0013377845973608052
71,0.001357030179586252
72,0.0013506547440653941
73,0.0013348522286758834
74,0.001409678292383133
75,0.0015891147497110105
76,0.0015556611870518897
77,0.0015917944687754695
78,0.001628143214115923
79,0.0013913504784879057
80,0.0014029317655715038
81,0.0015097206868129017
82,0.0014795593994597006
83,0.0014024508278353037
84,0.001331422930104873
85,0.0013169172201224519
86,0.001290206112823532
87,0.0012335658657779823
88,0.0012749413830209061
89,0.001223356705445268
90,0.0013046910050291817
91,0.0013519346876132976
92,0.0014175404649867623
93,0.0013034944866843856
94,0.0012518362088841165
95,0.0015325544432441525
96,0.0012200057248234546
97,0.0012798665608517127
98,0.0011540196101967833
99,0.001121142791421346
100,0.0011375808956670327
101,0.0011726492527252012
102,0.0009342465600977165
103,0.0008880669657970534
104,0.0028309993842642357
105,0.0026713945556827595
106,0.002427436452321227
107,0.002453821514449608
108,0.00258870710722118
109,0.002514611716584397
110,0.0019563801871033534
111,0.002085292130785252
112,0.001994429220235667
113,0.0018088250208474718
114,0.0019688101034059167
115,0.0019279586893775698
116,0.0021216424943497764
117,0.0021531322021118315
118,0.002202456159181183
119,0.0022659544216554225
120,0.002125493215167488
121,0.002038013565353027
122,0.0026805689354384428
123,0.0027619029337375782
124,0.0026331240518297373
125,0.0025909217257972786
126,0.002527123740323596
127,0.002583485810602526
128,0.002684595330212369
129,0.0025726197993423466
130,0.0024662805777068623
131,0.00246901662024817
132,0.0043009922378029666
133,0.003947860230233068
134,0.003759246881655855
135,0.003230433448074538
136,0.0026427225350560773
137,0.0010097406775906336
138,0.0008568069586163713
139,0.0007751641556141959
140,0.0006763571383088828
141,0.0007486528741467156
142,0.0006860435412454284
143,0.0006880843484220379
144,0.0006150200829494689
145,0.0006282190532629281
146,0.0006865895512646028
147,0.0007445048437443478
148,0.0005927131151033162
149,0.0007509251356082975
150,0.0004189352115446321
151,0.00034730834666015203
152,0.00036381137710179284
153,0.00041216960810949125
154,0.0007837030180624632
155,0.0018413403494888783
156,0.0019404026610411265
157,0.0015623038098760698
158,0.0033594202255348257
159,0.0033202215320186357
160,0.0027403504621270353
161,0.00288791707055921
162,0.005014775746504713
163,0.00467161961105373
164,0.00406987780391942
165,0.004247113678773499
166,0.0029552223035219888
167,0.0030634462342092163
168,0.0036107627797918734
169,0.0035744499717997565
170,0.004455644797176233
171,0.004358951987858709
172,0.000650712398745453
173,0.0008294637591124747
174,0.0004909554689172639
175,0.0005319961136723284
176,0.0051280861262572135
177,0.005172477767221872
178,0.0030094469064861407
179,0.003396340176757455
180,0.002794385215823
181,0.002526689273072816
182,0.0036131956909933984
183,0.004097361148149371
184,0.0016511488488491922
185,0.0012775666817165811
186,0.0014614371821600612
187,0.0019298870205088324
188,0.002531998977584266
189,0.0024801570628025646
190,0.002300678391725854
191,0.002280505099935003
192,0.002218923487938766
193,0.0021999089254280514
194,0.002338208200338148
195,0.0024809944338723576
196,0.0026102464768154804
197,0.002539502339773189
198,0.0023316014306562416
199,0.0021846147567105684
200,0.0010388050311250095
201,0.0007664523834019903
202,0.0008773245908987534
203,0.0011624967214088414
204,0.001124942618046351
205,0.0009958185072912915
206,0.000504289846902632
207,0.0004279837521581032
208,0.0004980863745862141
209,0.0005796153583771644
210,0.0005552859550800841
211,0.0005995835110836813
212,0.0007024720929927869
213,0.0006364306786488323
214,0.00033385188292295884
215,0.00028493058803217446
216,0.00029393500674260186
217,0.0003450306191882938
218,0.00039129382518256423
219,0.00045634280519137103
220,0.001451341850055118
221,0.0013258493161422173
222,0.0005003728185407947
223,0.0007917022493421705
224,0.0006990744859221747
225,0.0012258485003307797
226,0.0016695637676082276
227,0.002110104070165194
228,0.0023105043141373365
229,0.0023753060876044434
230,0.0024355745217615305
231,0.002387761160094767
232,0.003796058576033232
233,0.0033037773355736686
234,0.0032526059471957333
235,0.0035771291831011667
236,0.0014760925250078484
237,0.00172259178287169
238,0.0016275816707803942
239,0.0014101504088887065
240,0.0021799944546789917
241,0.0022061650924966305
242,0.0022575542349459726
243,0.0012407348290811955
244,0.0011971260810079436
245,0.0012868096465329707
246,0.002049952375992134
247,0.005710147620879359
248,0.005344317782236388
249,0.005779555488809188
250,0.005888448283385664
251,0.0046929727128312265
252,0.004179540883708726
253,0.00455867361236819
254,0.00521970171731192
255,0.0022283791379676377
256,0.0006364073795262631
257,0.0007670934409978363
258,0.004742889191765607
259,0.004273511004000806
260,0.002232183500811577
261,0.0014900276478489478
262,0.0017005937613315057
263,0.0016737099273193574
264,0.0014260038177034279
265,0.001260159119974889
266,0.0010637925606946969
267,0.0009132707387510686
268,0.0007945320259156831
269,0.0030430849909062856
270,0.003699852296284996
271,0.004375677808547796
272,0.005007439750612042
273,0.0026597871982621092
274,0.0055194423726962
275,0.0018264662040396347
276,0.0016969150999603586
277,0.0019080065944643066
278,0.001472994660040688
279,0.001513669830992851
280,0.0013887002024334401
281,0.0013529257492470707
282,0.000734298374364104
283,0.0006978812005460841
284,0.00039896695429516313
285,0.00040531744528428604
286,0.002127279470311115
287,0.002154724410886929
288,0.0021000390896675353
289,0.00207149066965113
290,0.0013921803128370803
291,0.0017793639809862089
292,0.0018085525603906976
293,0.0017228057012862756
294,0.0016962819368038385
295,0.0005739172685206967
296,0.0004904835874976875
297,0.00038015825827571447
298,0.0004427572416205686
299,0.000603698855456739
300,0.0008823793617677736
301,0.0009686548684543978
302,0.0011053672199764887
303,0.001406649304076357
304,0.0013398942980142239
305,0.0010605424213666064
306,0.0005794804147012789
307,0.000592541500675915
308,0.0004849159462749557
309,0.00048369829309454664
310,0.0021451883319564503
311,0.0021665709830295064
312,0.0020746883199855956
313,0.002081372640454741
314,0.0020082941314201047
315,0.0020075897841460343
316,0.0019714929698593396
317,0.0021209578226420688
318,0.002048710049477609
319,0.0022623187829770184
320,0.002210802265921581
321,0.002353645306537174
322,0.0021353720488112788
323,0.0020765624192637215
